HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT,Lat,Long,Google Map Link
Defense Clinic,Lahore,Dha Defence,"Defense Clinic, 549 Aa Phase 4, Dha Defence, Lahore",1,NA,,,https://www.google.com/maps/search/?api=1&query=Defense+Clinic%2C+549+Aa+Phase+4%2C+Dha+Defence%2C+Lahore
Dental Plus Hospital,Lahore,Dha Defence,"Dental Plus Hospital, Dha. 297-Y Dha Phase 3, Dha Defence, Lahore",-,3214936968,,,https://www.google.com/maps/search/?api=1&query=Dental+Plus+Hospital%2C+Dha.+297-Y+Dha+Phase+3%2C+Dha+Defence%2C+Lahore
Hayat Memorial Teaching Hospital,Lahore,Dha Defence,"Hayat Memorial Teaching Hospital, Defence Road Near Bhubattian Chowk, Dha Defence, Lahore",3,3164896914,,,https://www.google.com/maps/search/?api=1&query=Hayat+Memorial+Teaching+Hospital%2C+Defence+Road+Near+Bhubattian+Chowk%2C+Dha+Defence%2C+Lahore
Lahore Health Care Clinic,Lahore,Dha Defence,"Lahore Health Care Clinic, 194/1 Y Block, Phase 3, Dha Defence, Lahore",1,4235897141,,,https://www.google.com/maps/search/?api=1&query=Lahore+Health+Care+Clinic%2C+194%2F1+Y+Block%2C+Phase+3%2C+Dha+Defence%2C+Lahore
Nishat Polyclinic,Lahore,Dha Defence,"Nishat Polyclinic, Dha Main Boulevard, Dha Defence, Lahore",1,3325577402,,,https://www.google.com/maps/search/?api=1&query=Nishat+Polyclinic%2C+Dha+Main+Boulevard%2C+Dha+Defence%2C+Lahore
Advance Physio Clinic,Lahore,Dha Defence,"Advance Physio Clinic, 31.A Avenue 4 Phase 6, Dha Defence, Lahore",-,3314368554,,,https://www.google.com/maps/search/?api=1&query=Advance+Physio+Clinic%2C+31.A+Avenue+4+Phase+6%2C+Dha+Defence%2C+Lahore
Akram Eye Hospital,Lahore,Dha Defence,"Akram Eye Hospital, Khayaban-E-Jinnah, Main Boulevard, Dha Defence, Lahore",,3004279350,,,https://www.google.com/maps/search/?api=1&query=Akram+Eye+Hospital%2C+Khayaban-E-Jinnah%2C+Main+Boulevard%2C+Dha+Defence%2C+Lahore
Ali Retina Eye Clinic,Lahore,Dha Defence,"Ali Retina Eye Clinic, 233-Y, Phase 3, Commercial Area, Dha Defence, Lahore",1,4237185536,,,https://www.google.com/maps/search/?api=1&query=Ali+Retina+Eye+Clinic%2C+233-Y%2C+Phase+3%2C+Commercial+Area%2C+Dha+Defence%2C+Lahore
An Dental Surgery Hospital,Lahore,Dha Defence,"An Dental Surgery Hospital, 30-T Commercial Area, Phase 2 Near Lalik Chowk, Dha Defence, Lahore",4,3205707708,,,https://www.google.com/maps/search/?api=1&query=An+Dental+Surgery+Hospital%2C+30-T+Commercial+Area%2C+Phase+2+Near+Lalik+Chowk%2C+Dha+Defence%2C+Lahore
Asthma And Wellness Advisory Services Hospital,Lahore,Dha Defence,"Asthma And Wellness Advisory Services Hospital, First Floor, 38-A Commercial Area,, Dha Defence, Lahore",1,3334334424,,,https://www.google.com/maps/search/?api=1&query=Asthma+And+Wellness+Advisory+Services+Hospital%2C+First+Floor%2C+38-A+Commercial+Area%2C%2C+Dha+Defence%2C+Lahore
Brunnen Clinic,Lahore,Dha Defence,"Brunnen Clinic, 113 Cca, Dd Block, Phase Iv, Dha Defence, Lahore",4,3111125125,,,https://www.google.com/maps/search/?api=1&query=Brunnen+Clinic%2C+113+Cca%2C+Dd+Block%2C+Phase+Iv%2C+Dha+Defence%2C+Lahore
Children Orthopedic Clinic,Lahore,Dha Defence,"Children Orthopedic Clinic, 73-K, Block Commercial Area, Phase 1, Dha Defence, Lahore",1,0321-4352454,,,https://www.google.com/maps/search/?api=1&query=Children+Orthopedic+Clinic%2C+73-K%2C+Block+Commercial+Area%2C+Phase+1%2C+Dha+Defence%2C+Lahore
Cosmoplast Lahore Hospital,Lahore,Dha Defence,"Cosmoplast Lahore Hospital, 14-Dd Market, Phase-Iv,, Dha Defence, Lahore",1,0321 6357501,,,https://www.google.com/maps/search/?api=1&query=Cosmoplast+Lahore+Hospital%2C+14-Dd+Market%2C+Phase-Iv%2C%2C+Dha+Defence%2C+Lahore
Defence Clinic,Lahore,Dha Defence,"Defence Clinic, 25K Commercial Phase 1, Dha Defence, Lahore",1,3360453313,,,https://www.google.com/maps/search/?api=1&query=Defence+Clinic%2C+25K+Commercial+Phase+1%2C+Dha+Defence%2C+Lahore
Defence Dental Surgery Hospital,Lahore,Dha Defence,"Defence Dental Surgery Hospital, H-Block, Phase 1, Dha Defence, Lahore",1,4235894869,,,https://www.google.com/maps/search/?api=1&query=Defence+Dental+Surgery+Hospital%2C+H-Block%2C+Phase+1%2C+Dha+Defence%2C+Lahore
Defence Skin Laser And Cosmetology Hospital,Lahore,Dha Defence,"Defence Skin Laser And Cosmetology Hospital, 290 Q, First Floor (Clinex Pharmacy) Phase Ii Ghazi Rd,, Dha Defence, Lahore",1,0333 4227842,,,https://www.google.com/maps/search/?api=1&query=Defence+Skin+Laser+And+Cosmetology+Hospital%2C+290+Q%2C+First+Floor+%28Clinex+Pharmacy%29+Phase+Ii+Ghazi+Rd%2C%2C+Dha+Defence%2C+Lahore
Defense Dental Surgery Hospital,Lahore,Dha Defence,"Defense Dental Surgery Hospital, 4-H, Commercial Phase 1, Dha Defence, Lahore",-,4235894869,,,https://www.google.com/maps/search/?api=1&query=Defense+Dental+Surgery+Hospital%2C+4-H%2C+Commercial+Phase+1%2C+Dha+Defence%2C+Lahore
Defense Medical Group Hospital,Lahore,Dha Defence,"Defense Medical Group Hospital, Defense Medical Group, Dd Block, Phase 4, Dha Defence, Lahore",-,4235742291,,,https://www.google.com/maps/search/?api=1&query=Defense+Medical+Group+Hospital%2C+Defense+Medical+Group%2C+Dd+Block%2C+Phase+4%2C+Dha+Defence%2C+Lahore
Dental & Maxillofacial Surgery Hospital,Lahore,Dha Defence,"Dental & Maxillofacial Surgery Hospital, 57-D, Cheema Ave, Dha Defence, Lahore",1,3247944715,,,https://www.google.com/maps/search/?api=1&query=Dental+%26+Maxillofacial+Surgery+Hospital%2C+57-D%2C+Cheema+Ave%2C+Dha+Defence%2C+Lahore
Dental Aesthetics Hospital,Lahore,Dha Defence,"Dental Aesthetics Hospital, 187 Y Block, Dha Defence, Lahore",3,3008406474,,,https://www.google.com/maps/search/?api=1&query=Dental+Aesthetics+Hospital%2C+187+Y+Block%2C+Dha+Defence%2C+Lahore
Dental Expertise Hospital,Lahore,Dha Defence,"Dental Expertise Hospital, Phase 4 Sector Cca, Dha Defence, Lahore",1,3004749194,,,https://www.google.com/maps/search/?api=1&query=Dental+Expertise+Hospital%2C+Phase+4+Sector+Cca%2C+Dha+Defence%2C+Lahore
Dental Health Care Hospital,Lahore,Dha Defence,"Dental Health Care Hospital, H Block Market, Dha Defence, Lahore",1,4235723544,,,https://www.google.com/maps/search/?api=1&query=Dental+Health+Care+Hospital%2C+H+Block+Market%2C+Dha+Defence%2C+Lahore
Dental Smile Hospital,Lahore,Dha Defence,"Dental Smile Hospital, Phase 4 Sector Cca, Dha Defence, Lahore",2,4237185835,,,https://www.google.com/maps/search/?api=1&query=Dental+Smile+Hospital%2C+Phase+4+Sector+Cca%2C+Dha+Defence%2C+Lahore
Dental Square Hospital,Lahore,Dha Defence,"Dental Square Hospital, 68 Cca Phase 5, Dha Defence, Lahore",4,3214292521,,,https://www.google.com/maps/search/?api=1&query=Dental+Square+Hospital%2C+68+Cca+Phase+5%2C+Dha+Defence%2C+Lahore
Diabetes Wellness Center,Lahore,Dha Defence,"Diabetes Wellness Center, 200-Y Commercial Area,(Opposite Chen One) Phase 3, Dha Defence, Lahore",1,4235895085,,,https://www.google.com/maps/search/?api=1&query=Diabetes+Wellness+Center%2C+200-Y+Commercial+Area%2C%28Opposite+Chen+One%29+Phase+3%2C+Dha+Defence%2C+Lahore
Division Hospital,Lahore,Dha Defence,"Division Hospital, Clinic No 167 Block H, Dha Defence, Lahore",-,3349981034,,,https://www.google.com/maps/search/?api=1&query=Division+Hospital%2C+Clinic+No+167+Block+H%2C+Dha+Defence%2C+Lahore
Dr Zarqa Laser Skin Clinic,Lahore,Dha Defence,"Dr Zarqa Laser Skin Clinic, 94, Cca Phase-5, Dha Defence, Lahore",-,0423 7182276,,,https://www.google.com/maps/search/?api=1&query=Dr+Zarqa+Laser+Skin+Clinic%2C+94%2C+Cca+Phase-5%2C+Dha+Defence%2C+Lahore
Dr. Nabila Clinic,Lahore,Dha Defence,"Dr. Nabila Clinic, 31-A Phase 6, Dha Defence, Lahore",1,3334525516,,,https://www.google.com/maps/search/?api=1&query=Dr.+Nabila+Clinic%2C+31-A+Phase+6%2C+Dha+Defence%2C+Lahore
Ghauri Dental Center,Lahore,Dha Defence,"Ghauri Dental Center, Ghauri Dental Center, 281-Q Commercial Line, Phase Ii, Dha Defence, Lahore",1,0333 3711434,,,https://www.google.com/maps/search/?api=1&query=Ghauri+Dental+Center%2C+Ghauri+Dental+Center%2C+281-Q+Commercial+Line%2C+Phase+Ii%2C+Dha+Defence%2C+Lahore
Golden Crown Clinic,Lahore,Dha Defence,"Golden Crown Clinic, 82-Cca Phase V, Dha Defence, Lahore",1,3211110975,,,https://www.google.com/maps/search/?api=1&query=Golden+Crown+Clinic%2C+82-Cca+Phase+V%2C+Dha+Defence%2C+Lahore
Gs Coaching Institute Hospital,Lahore,Dha Defence,"Gs Coaching Institute Hospital, Office-45, Xx Block,Phase 3, Dha Defence, Lahore",1,--,,,https://www.google.com/maps/search/?api=1&query=Gs+Coaching+Institute+Hospital%2C+Office-45%2C+Xx+Block%2CPhase+3%2C+Dha+Defence%2C+Lahore
Ideal Smile Hospital,Lahore,Dha Defence,"Ideal Smile Hospital, 188-Cca-Dd Phase Iv, Dha Defence, Lahore",1,4237185738,,,https://www.google.com/maps/search/?api=1&query=Ideal+Smile+Hospital%2C+188-Cca-Dd+Phase+Iv%2C+Dha+Defence%2C+Lahore
Integrative Holistic Care Centre,Lahore,Dha Defence,"Integrative Holistic Care Centre, 421 J Block Al Wasey Tower Commercial Area, Eme Housing Society, Dha Defence, Lahore",-,0321 8439362,,,https://www.google.com/maps/search/?api=1&query=Integrative+Holistic+Care+Centre%2C+421+J+Block+Al+Wasey+Tower+Commercial+Area%2C+Eme+Housing+Society%2C+Dha+Defence%2C+Lahore
Kaleem Rehabilitation Center,Lahore,Dha Defence,"Kaleem Rehabilitation Center, 374-F Block Phase 2, Dha Defence, Lahore",1,042-32591432,,,https://www.google.com/maps/search/?api=1&query=Kaleem+Rehabilitation+Center%2C+374-F+Block+Phase+2%2C+Dha+Defence%2C+Lahore
Kozmatics Hospital,Lahore,Dha Defence,"Kozmatics Hospital, 38Xx Phase 3, Dha Defence, Lahore",2,3334568222,,,https://www.google.com/maps/search/?api=1&query=Kozmatics+Hospital%2C+38Xx+Phase+3%2C+Dha+Defence%2C+Lahore
Lahore Health Care Hospital,Lahore,Dha Defence,"Lahore Health Care Hospital, 194/1, Stret13, Y-Block, Dha Defence, Lahore",1,4235897141,,,https://www.google.com/maps/search/?api=1&query=Lahore+Health+Care+Hospital%2C+194%2F1%2C+Stret13%2C+Y-Block%2C+Dha+Defence%2C+Lahore
Mafazatulhayat Hospital,Lahore,Dha Defence,"Mafazatulhayat Hospital, 3Km Chungi Amar Sidhu, Dha Defence, Lahore",1,4235402574,,,https://www.google.com/maps/search/?api=1&query=Mafazatulhayat+Hospital%2C+3Km+Chungi+Amar+Sidhu%2C+Dha+Defence%2C+Lahore
Medics Medical Center Dha Rahbar,Lahore,Dha Defence,"Medics Medical Center Dha Rahbar, Plot J 67, Block J Dha Rahbar Phase 2, Dha Defence, Lahore",1,0317 4888397,,,https://www.google.com/maps/search/?api=1&query=Medics+Medical+Center+Dha+Rahbar%2C+Plot+J+67%2C+Block+J+Dha+Rahbar+Phase+2%2C+Dha+Defence%2C+Lahore
Midland Medical Center,Lahore,Dha Defence,"Midland Medical Center, Phase 8 Broadway Near To Airport, Dha Defence, Lahore",1,0321 4087776,,,https://www.google.com/maps/search/?api=1&query=Midland+Medical+Center%2C+Phase+8+Broadway+Near+To+Airport%2C+Dha+Defence%2C+Lahore
Munir Dental Aesthetics Hospital,Lahore,Dha Defence,"Munir Dental Aesthetics Hospital, 143-Cca, Block D, Phase 4, Dha Defence, Lahore",2,4235694198,,,https://www.google.com/maps/search/?api=1&query=Munir+Dental+Aesthetics+Hospital%2C+143-Cca%2C+Block+D%2C+Phase+4%2C+Dha+Defence%2C+Lahore
New Prince Optics/ Eye Specialist Hospital,Lahore,Dha Defence,"New Prince Optics/ Eye Specialist Hospital, Street 123, Sector H, Dha Defence, Lahore",1,3334815131,,,https://www.google.com/maps/search/?api=1&query=New+Prince+Optics%2F+Eye+Specialist+Hospital%2C+Street+123%2C+Sector+H%2C+Dha+Defence%2C+Lahore
Orthopaedic &Sports Medicine Centre,Lahore,Dha Defence,"Orthopaedic &Sports Medicine Centre, 115, G Phase1, Dha Defence, Lahore",1,4235690950,,,https://www.google.com/maps/search/?api=1&query=Orthopaedic+%26Sports+Medicine+Centre%2C+115%2C+G+Phase1%2C+Dha+Defence%2C+Lahore
Physiosol Hospital,Lahore,Dha Defence,"Physiosol Hospital, 20, Sector N, Dha Defence, Lahore",-,3134666551,,,https://www.google.com/maps/search/?api=1&query=Physiosol+Hospital%2C+20%2C+Sector+N%2C+Dha+Defence%2C+Lahore
Reshape U Clinic,Lahore,Dha Defence,"Reshape U Clinic, Al-Wasay Plaza J- Block, Dha Defence, Lahore",-,0331 4001972,,,https://www.google.com/maps/search/?api=1&query=Reshape+U+Clinic%2C+Al-Wasay+Plaza+J-+Block%2C+Dha+Defence%2C+Lahore
Sgh Clinic,Lahore,Dha Defence,"Sgh Clinic, 45 Xx Block Commercial Area, Dha Defence, Lahore",1,3024231430,,,https://www.google.com/maps/search/?api=1&query=Sgh+Clinic%2C+45+Xx+Block+Commercial+Area%2C+Dha+Defence%2C+Lahore
Sns Dental Services Hospital,Lahore,Dha Defence,"Sns Dental Services Hospital, 66-Z Cca, Phase Iii, Dha Defence, Lahore",2,4235898654,,,https://www.google.com/maps/search/?api=1&query=Sns+Dental+Services+Hospital%2C+66-Z+Cca%2C+Phase+Iii%2C+Dha+Defence%2C+Lahore
Sports And Spine Professionals Hospital,Lahore,Dha Defence,"Sports And Spine Professionals Hospital, 85-Cca, Sector Dd, Phase - 4,, Dha Defence, Lahore",1,3234367741,,,https://www.google.com/maps/search/?api=1&query=Sports+And+Spine+Professionals+Hospital%2C+85-Cca%2C+Sector+Dd%2C+Phase+-+4%2C%2C+Dha+Defence%2C+Lahore
Sports Medicine Clinic,Lahore,Dha Defence,"Sports Medicine Clinic, 115 G Phase 1, Dha Defence, Lahore",-,3008910566,,,https://www.google.com/maps/search/?api=1&query=Sports+Medicine+Clinic%2C+115+G+Phase+1%2C+Dha+Defence%2C+Lahore
Tahira Maalik Clinic,Lahore,Dha Defence,"Tahira Maalik Clinic, Phase 6 Near Gloria Jeanz, Dha Defence, Lahore",-,3324872514,,,https://www.google.com/maps/search/?api=1&query=Tahira+Maalik+Clinic%2C+Phase+6+Near+Gloria+Jeanz%2C+Dha+Defence%2C+Lahore
Timeless Clinic,Lahore,Dha Defence,"Timeless Clinic, Plaza No 4, H Block Phase 1, Dha Defence, Lahore",1,042 35890071- 72,,,https://www.google.com/maps/search/?api=1&query=Timeless+Clinic%2C+Plaza+No+4%2C+H+Block+Phase+1%2C+Dha+Defence%2C+Lahore
Ultra Derm Skin & Lasers Clinic,Lahore,Dha Defence,"Ultra Derm Skin & Lasers Clinic, 98 Cca/ Dd Phase 4, Dha Defence, Lahore",1,4235034778,,,https://www.google.com/maps/search/?api=1&query=Ultra+Derm+Skin+%26+Lasers+Clinic%2C+98+Cca%2F+Dd+Phase+4%2C+Dha+Defence%2C+Lahore
Venus Aesthetics Hospital,Lahore,Dha Defence,"Venus Aesthetics Hospital, Cca, 26, Sector C Phase 5, Dha Defence, Lahore",-,0311 1117546,,,https://www.google.com/maps/search/?api=1&query=Venus+Aesthetics+Hospital%2C+Cca%2C+26%2C+Sector+C+Phase+5%2C+Dha+Defence%2C+Lahore
Al Aziz Clinic,Lahore,Dha Phase 1,"Al Aziz Clinic, Main Bazaar Nishat Colony, Near A Block, Dha Phase 1, Lahore",1,3009644164,,,https://www.google.com/maps/search/?api=1&query=Al+Aziz+Clinic%2C+Main+Bazaar+Nishat+Colony%2C+Near+A+Block%2C+Dha+Phase+1%2C+Lahore
Ent Clinic (Dha),Lahore,Dha Phase 1,"Ent Clinic (Dha), 32/3 Sector-A, Street 14, Dha Phase 1, Lahore",1,3004358054,,,https://www.google.com/maps/search/?api=1&query=Ent+Clinic+%28Dha%29%2C+32%2F3+Sector-A%2C+Street+14%2C+Dha+Phase+1%2C+Lahore
National Hospital And Medical Center,Lahore,Dha Phase 1,"National Hospital And Medical Center, Dha Phase 1, Dha Phase 1, Lahore",1,3315033113,,,https://www.google.com/maps/search/?api=1&query=National+Hospital+And+Medical+Center%2C+Dha+Phase+1%2C+Dha+Phase+1%2C+Lahore
Happeiness Hospital,Lahore,Dha Phase 1,"Happeiness Hospital, 1St Floor, 376-N, Dha Phase 1, Lahore",-,3218861464,,,https://www.google.com/maps/search/?api=1&query=Happeiness+Hospital%2C+1St+Floor%2C+376-N%2C+Dha+Phase+1%2C+Lahore
Sparc (Sial Physiotherapy & Rehabilitation Center),Lahore,Dha Phase 1,"Sparc (Sial Physiotherapy & Rehabilitation Center), 53-K, D.H.A, Phase-1, Dha Phase 1, Lahore",1,3314246045,,,https://www.google.com/maps/search/?api=1&query=Sparc+%28Sial+Physiotherapy+%26+Rehabilitation+Center%29%2C+53-K%2C+D.H.A%2C+Phase-1%2C+Dha+Phase+1%2C+Lahore
Clinic Anyproblem N Familycare,Lahore,Dha Phase 1,"Clinic Anyproblem N Familycare, Plaza No 25, K Commercial Area, Dha Phase 1, Dha Phase 1, Lahore",1,3004926774,,,https://www.google.com/maps/search/?api=1&query=Clinic+Anyproblem+N+Familycare%2C+Plaza+No+25%2C+K+Commercial+Area%2C+Dha+Phase+1%2C+Dha+Phase+1%2C+Lahore
Dr Ishrat Shah Clinic,Lahore,Dha Phase 1,"Dr Ishrat Shah Clinic, 162 Sector M, Dha Phase 1, Lahore",-,3111222398,,,https://www.google.com/maps/search/?api=1&query=Dr+Ishrat+Shah+Clinic%2C+162+Sector+M%2C+Dha+Phase+1%2C+Lahore
Ageless Skin Laser Hospital,Lahore,Dha Phase 1,"Ageless Skin Laser Hospital, Shop # 32/5 Block A, Facing Park, Dha Phase 1, Lahore",-,0305 9693200,,,https://www.google.com/maps/search/?api=1&query=Ageless+Skin+Laser+Hospital%2C+Shop+%23+32%2F5+Block+A%2C+Facing+Park%2C+Dha+Phase+1%2C+Lahore
Al Shaday Sha Gynae And Dental Clinic,Lahore,Dha Phase 1,"Al Shaday Sha Gynae And Dental Clinic, A Block Shop No 32/8, Dha Phase 1, Lahore",1,3344291858,,,https://www.google.com/maps/search/?api=1&query=Al+Shaday+Sha+Gynae+And+Dental+Clinic%2C+A+Block+Shop+No+32%2F8%2C+Dha+Phase+1%2C+Lahore
Center Point Dental Surgery And Trauma Clinic,Lahore,Dha Phase 1,"Center Point Dental Surgery And Trauma Clinic, 300/1, Sector K, Dha Phase 1, Lahore",-,4232591427,,,https://www.google.com/maps/search/?api=1&query=Center+Point+Dental+Surgery+And+Trauma+Clinic%2C+300%2F1%2C+Sector+K%2C+Dha+Phase+1%2C+Lahore
Hameed Lateef Labortary Hospital,Lahore,Dha Phase 1,"Hameed Lateef Labortary Hospital, Statelife Housing Society Phase 1 F Block Commercial Area, Dha Phase 1, Lahore",1,3111222398,,,https://www.google.com/maps/search/?api=1&query=Hameed+Lateef+Labortary+Hospital%2C+Statelife+Housing+Society+Phase+1+F+Block+Commercial+Area%2C+Dha+Phase+1%2C+Lahore
Neo Dental Hub Hospital,Lahore,Dha Phase 1,"Neo Dental Hub Hospital, 78-K, Dha Phase 1, Lahore",-,3097004753,,,https://www.google.com/maps/search/?api=1&query=Neo+Dental+Hub+Hospital%2C+78-K%2C+Dha+Phase+1%2C+Lahore
Physiosol Hospital,Lahore,Dha Phase 1,"Physiosol Hospital, 20, Sector N, Firdaus Market, Dha Phase 1, Lahore",1,3134666551,,,https://www.google.com/maps/search/?api=1&query=Physiosol+Hospital%2C+20%2C+Sector+N%2C+Firdaus+Market%2C+Dha+Phase+1%2C+Lahore
Proactive Physical Medicine Hospital,Lahore,Dha Phase 1,"Proactive Physical Medicine Hospital, 115 Commercial, Sector H, Dha Phase 1, Lahore",1,3030249993,,,https://www.google.com/maps/search/?api=1&query=Proactive+Physical+Medicine+Hospital%2C+115+Commercial%2C+Sector+H%2C+Dha+Phase+1%2C+Lahore
Utopia By Abeera Hospital,Lahore,Dha Phase 1,"Utopia By Abeera Hospital, Dha Phase 1 K Block, Dha Phase 1, Lahore",1,3338473228,,,https://www.google.com/maps/search/?api=1&query=Utopia+By+Abeera+Hospital%2C+Dha+Phase+1+K+Block%2C+Dha+Phase+1%2C+Lahore
Zara S Dental Surgery Hospital,Lahore,Dha Phase 1,"Zara S Dental Surgery Hospital, 152 G Block, Dha Phase 1, Lahore",1,042-32591432,,,https://www.google.com/maps/search/?api=1&query=Zara+S+Dental+Surgery+Hospital%2C+152+G+Block%2C+Dha+Phase+1%2C+Lahore
Dentimed Cosmetic And Implant Center,Lahore,Dha Phase 2,"Dentimed Cosmetic And Implant Center, 290, Q Block Commercial Area, Lg Clinix Pharmacy, Ghazi Rd, Near Bhatta Chowk, Dha Phase 2, Lahore",2,4235708489,,,https://www.google.com/maps/search/?api=1&query=Dentimed+Cosmetic+And+Implant+Center%2C+290%2C+Q+Block+Commercial+Area%2C+Lg+Clinix+Pharmacy%2C+Ghazi+Rd%2C+Near+Bhatta+Chowk%2C+Dha+Phase+2%2C+Lahore
Dr. Ghazala Butt Skin & Aesthetics Clinic,Lahore,Dha Phase 2,"Dr. Ghazala Butt Skin & Aesthetics Clinic, 360/4, Q-Block, Dha Phase 2, Lahore",-,3334306199,,,https://www.google.com/maps/search/?api=1&query=Dr.+Ghazala+Butt+Skin+%26+Aesthetics+Clinic%2C+360%2F4%2C+Q-Block%2C+Dha+Phase+2%2C+Lahore
Al-Khair Homeopathic Clinic & Medical Store,Lahore,Dha Phase 2,"Al-Khair Homeopathic Clinic & Medical Store, 290, 8 Ghazi Rd, Sector Q Dha Phase 2, Dha Phase 2, Lahore",-,3088979797,,,https://www.google.com/maps/search/?api=1&query=Al-Khair+Homeopathic+Clinic+%26+Medical+Store%2C+290%2C+8+Ghazi+Rd%2C+Sector+Q+Dha+Phase+2%2C+Dha+Phase+2%2C+Lahore
Defence Skin Clinic,Lahore,Dha Phase 2,"Defence Skin Clinic, 290 Q, First Floor Clinix Pharmacy, Street 8, Ghazi Rd, Dha Phase-2, Lahore",1,3354227844,,,https://www.google.com/maps/search/?api=1&query=Defence+Skin+Clinic%2C+290+Q%2C+First+Floor+Clinix+Pharmacy%2C+Street+8%2C+Ghazi+Rd%2C+Dha+Phase-2%2C+Lahore
Dental Max Dha Branch Hospital,Lahore,Dha Phase 2,"Dental Max Dha Branch Hospital, Plaza No 27, Cca Block T Near Lalik Jaan Chowk, Dha Phase 2, Lahore",-,3174950267,,,https://www.google.com/maps/search/?api=1&query=Dental+Max+Dha+Branch+Hospital%2C+Plaza+No+27%2C+Cca+Block+T+Near+Lalik+Jaan+Chowk%2C+Dha+Phase+2%2C+Lahore
Rosmatic Skin Laser & Dental Clinic,Lahore,Dha Phase 3,"Rosmatic Skin Laser & Dental Clinic, Plot C 134, Sector Y, Dha Phase 3, Lahore",1,0320 4800368,,,https://www.google.com/maps/search/?api=1&query=Rosmatic+Skin+Laser+%26+Dental+Clinic%2C+Plot+C+134%2C+Sector+Y%2C+Dha+Phase+3%2C+Lahore
London Aesthetics & Rejuvenation Centre,Lahore,Dha Phase 3,"London Aesthetics & Rejuvenation Centre, 59-Z, Commercial, Sector Z, Dha Phase 3, Lahore",2,3034445272,,,https://www.google.com/maps/search/?api=1&query=London+Aesthetics+%26+Rejuvenation+Centre%2C+59-Z%2C+Commercial%2C+Sector+Z%2C+Dha+Phase+3%2C+Lahore
National Medicare Hospital,Lahore,Dha Phase 3,"National Medicare Hospital, W-2 Commercial, W Block, Dha Phase 3, Lahore",1,3351495751,,,https://www.google.com/maps/search/?api=1&query=National+Medicare+Hospital%2C+W-2+Commercial%2C+W+Block%2C+Dha+Phase+3%2C+Lahore
Asethetic Care Hospital,Lahore,Dha Phase 3,"Asethetic Care Hospital, 38 , Sector Xx Dha Phase 3, Dha Phase 3, Lahore",-,0304 1115757,,,https://www.google.com/maps/search/?api=1&query=Asethetic+Care+Hospital%2C+38+%2C+Sector+Xx+Dha+Phase+3%2C+Dha+Phase+3%2C+Lahore
Rejuvenate Clinic Dha,Lahore,Dha Phase 3,"Rejuvenate Clinic Dha, 132-Y, Mezzanine Floor, Phase 3 Commercial, Sector Y, Dha Phase 3, Lahore",7,3111173588,,,https://www.google.com/maps/search/?api=1&query=Rejuvenate+Clinic+Dha%2C+132-Y%2C+Mezzanine+Floor%2C+Phase+3+Commercial%2C+Sector+Y%2C+Dha+Phase+3%2C+Lahore
School Of Nutrition Hospital,Lahore,Dha Phase 3,"School Of Nutrition Hospital, 150 Y, Dha Phase 3, Lahore",-,0323-4285040,,,https://www.google.com/maps/search/?api=1&query=School+Of+Nutrition+Hospital%2C+150+Y%2C+Dha+Phase+3%2C+Lahore
Aesthetics Lab By Tibbi Hospital,Lahore,Dha Phase 3,"Aesthetics Lab By Tibbi Hospital, 147, Cca, Sector Y, Dha Phase 3, Lahore",1,3111184224,,,https://www.google.com/maps/search/?api=1&query=Aesthetics+Lab+By+Tibbi+Hospital%2C+147%2C+Cca%2C+Sector+Y%2C+Dha+Phase+3%2C+Lahore
Iron Box Fitness Studio And Crossfit963 Hospital,Lahore,Dha Phase 3,"Iron Box Fitness Studio And Crossfit963 Hospital, 186 Y, St 12,, Dha Phase 3, Lahore",1,0321 4766269,,,https://www.google.com/maps/search/?api=1&query=Iron+Box+Fitness+Studio+And+Crossfit963+Hospital%2C+186+Y%2C+St+12%2C%2C+Dha+Phase+3%2C+Lahore
Sanabil Health Services Hospital,Lahore,Dha Phase 3,"Sanabil Health Services Hospital, 28-Khiyaban-E-Iqbal Mansoora Bazar Multan Road, Dha Phase 3, Lahore",2,3418852008,,,https://www.google.com/maps/search/?api=1&query=Sanabil+Health+Services+Hospital%2C+28-Khiyaban-E-Iqbal+Mansoora+Bazar+Multan+Road%2C+Dha+Phase+3%2C+Lahore
Amt Medical And Dental Centre,Lahore,Dha Phase 3,"Amt Medical And Dental Centre, 430 Ee, Sector Ee Dha Phase 4, Dha Phase 3, Lahore",1,4235724014,,,https://www.google.com/maps/search/?api=1&query=Amt+Medical+And+Dental+Centre%2C+430+Ee%2C+Sector+Ee+Dha+Phase+4%2C+Dha+Phase+3%2C+Lahore
Arizona Dental Practice Hospital,Lahore,Dha Phase 3,"Arizona Dental Practice Hospital, 95-Y Commercial Area, Sector Y Dha Phase 3, Dha Phase 3, Lahore",2,3084420994,,,https://www.google.com/maps/search/?api=1&query=Arizona+Dental+Practice+Hospital%2C+95-Y+Commercial+Area%2C+Sector+Y+Dha+Phase+3%2C+Dha+Phase+3%2C+Lahore
Dr. Abubakar Malik Home Clinic,Lahore,Dha Phase 3,"Dr. Abubakar Malik Home Clinic, 832- Z Block, Dha Phase 3, Lahore",1,3029522987,,,https://www.google.com/maps/search/?api=1&query=Dr.+Abubakar+Malik+Home+Clinic%2C+832-+Z+Block%2C+Dha+Phase+3%2C+Lahore
